law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
Jennifer Ann Thomas,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-5151,,General,2601 Iowa St,66046-4106,Lawrence,2,,KS Courts Registry,2026-08-17
Mark Thomas Emert,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 331-0300,,General,730 New HampshireSuite 210,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Eric James Aufdengarten,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-3276,,General,245 Strong Hall1450 Jayhawk Boulevard,66045-7501,Lawrence,2,,KS Courts Registry,2026-08-17
Mary F. Carson,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 840-9241,,General,623 Indiana St,66044-2329,Lawrence,2,,KS Courts Registry,2026-08-17
Brandon William Deines,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 813-1751,,General,832 Pennsylvania,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Brian Scott Duerksen,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 393-7671,,General,"719 Massachusetts St, Suite 126",66044,Lawrence,2,,KS Courts Registry,2026-08-17
John Carr Giele,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5313,,General,111 E 11 Th St Unit 101,66044-2976,Lawrence,2,,KS Courts Registry,2026-08-17
Matthew Brian Todd,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St. P.O. Box 667,66044-3351,Lawrence,2,,KS Courts Registry,2026-08-17
Shaye Ladonne Downing,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 842-6311,,General,Po Box 766,66044-0766,Lawrence,2,,KS Courts Registry,2026-08-17
Matthew David Richards,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 766-5941,,General,Po Box 928,66044-0928,Lawrence,2,,KS Courts Registry,2026-08-17
Joseph Mark Jarvis,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 330-3385,,General,2040 W 31st St Ste GPMB 120,66046-5164,Lawrence,2,,KS Courts Registry,2026-08-17
Nathan D. Burghart,https://www.burghartlaw.com,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 766-6791,allison@burghartlaw.com,Criminal Defense,Po Box 865,66044-0865,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Karen Lynn Ebmeier,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 278-1094,,General,Po Box 923,66044-0923,Lawrence,2,,KS Courts Registry,2026-08-17
Kimberly Michelle Hurst,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 727-2044,,General,PO Box 1364,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Samara Louann Miller,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-4700,,General,808 Massachusetts St,66044-2658,Lawrence,2,,KS Courts Registry,2026-08-17
Elizabeth Brand Six,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-9269,,General,1535 W 15th St,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
Mary Susan Ellmaker,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(913) 220-1786,,General,2712 Larkspur Ct,66047-3351,Lawrence,2,,KS Courts Registry,2026-08-17
Matthew John Donnelly,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-0450,,General,842 Louisiana St,66044-2656,Lawrence,2,,KS Courts Registry,2026-08-17
Stacey Lee Donovan,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5272,,General,111 E 11 Th StDouglas County Courthouse Div 6,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Kimberly Michelle Grunewald,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-3276,,General,1450 Jayhawk Blvd # 245,66045-7594,Lawrence,2,,KS Courts Registry,2026-08-17
Amy J. Lee,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 865-7268,,General,701 Tennessee St,66044-2369,Lawrence,2,,KS Courts Registry,2026-08-17
Jean K. Gilles Phillips,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-5571,,General,1535 W 15th St,66045-7577,Lawrence,2,,KS Courts Registry,2026-08-17
Michael R. Santos,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 550-4700,,General,313 Boulder St,66049-2114,Lawrence,2,,KS Courts Registry,2026-08-17
Laura Jean Irick,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-7403,,General,2385 Irving Hill Rd,66045-7563,Lawrence,2,,KS Courts Registry,2026-08-17
Kathryn Sue Barker,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(913) 980-5183,,General,Po Box 3496,66046-0496,Lawrence,2,,KS Courts Registry,2026-08-17
Jo Lynn Hardesty,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-5665,,General,2030 Burge Union1565 Irving Hill Rd,66045-4074,Lawrence,2,,KS Courts Registry,2026-08-17
Lisa A. Hund Lattan,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(816) 210-1992,,General,1535 W 15th St,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
John Todd Hiatt,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Catherine Cupp Theisen,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5320,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Kenneth Michael Warner,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 764-5113,,General,309 Shannon Ct,66049-4909,Lawrence,2,,KS Courts Registry,2026-08-17
Gary Carl West,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-0667,,General,1040 New Hampshire St # 7,66044-3044,Lawrence,2,,KS Courts Registry,2026-08-17
Alyssa Claire Brockert,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-7032,,General,1216 E 23rd St,66046-5006,Lawrence,2,,KS Courts Registry,2026-08-17
Sally D. Pokorny,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5248,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Lane Eric Williams,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 273-9661,,General,1735 E 1500 Rd,66044-9305,Lawrence,2,,KS Courts Registry,2026-08-17
Patrick Matthew Waters,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-3276,,General,245 Strong Hall1450 Jayhawk Blvd,66045-7501,Lawrence,2,,KS Courts Registry,2026-08-17
Sara Elizabeth Rust-Martin,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-4720,,General,1535 W 15th St,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
Caroline Myrrh Zuschek,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-0667,,General,1040 New Hampshire St,66044-3044,Lawrence,2,,KS Courts Registry,2026-08-17
Alexis Anne Zayas,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(202) 789-3530,,General,1118 Rankin Dr,66049-5765,Lawrence,2,,KS Courts Registry,2026-08-17
Stanton A. Hazlett,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 231-9360,,General,900 Massachusetts St Ste 500,66044-2868,Lawrence,2,,KS Courts Registry,2026-08-17
Rebecca A. Weeks,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(212) 226-5081,,General,4000 W 6th St Ste B322,66049-3204,Lawrence,2,,KS Courts Registry,2026-08-17
Stacey Lynn Blakeman,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-0239,,General,1535 W 15th St Green Hall 204,66045-0001,Lawrence,2,,KS Courts Registry,2026-08-17
Danielle R. Sanger,https://www.sangerlawoffice.com,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 979-4353,,DUI,5040 Bob Billings Pkwy Ste C 1,66049-3873,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Jerry Lee Harper,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 749-0123,,General,1516 Fountain Dr,66047-9306,Lawrence,2,,KS Courts Registry,2026-08-17
Randall Francis Larkin,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-3476,,General,Po Box 708City Of Lawrence Ks,66044-0708,Lawrence,2,,KS Courts Registry,2026-08-17
Deborah L. Klee Riley,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 393-9656,,General,2250 Lake Pointe Dr Unit 1003,66049-9205,Lawrence,2,,KS Courts Registry,2026-08-17
Richard E. Levy,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-9220,,General,1535 W 15th StUniversity Of Kansas,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
Lumen N. Mulligan,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 691-9367,,General,1616 Indiana St,66044-4046,Lawrence,2,,KS Courts Registry,2026-08-17
Brandelyn K. Nichols,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 838-2483,,General,111 E 11 Th St Unit 5,66044-2912,Lawrence,2,,KS Courts Registry,2026-08-17
Adam Charles Mansfield,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-5665,,General,1565 Irving Hill Rd Ste 2030Burge Union,66045-4074,Lawrence,2,,KS Courts Registry,2026-08-17
Ann Janette Premer,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-0811,,General,900 Massachusetts St Ste 500,66044-2868,Lawrence,2,,KS Courts Registry,2026-08-17
James E. Carpenter,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 371-0166,,General,Po Box 513,66044-0513,Lawrence,2,,KS Courts Registry,2026-08-17
Jeffry Leon Jack,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 422-9521,,General,2518 Ridge Ct,66046-5852,Lawrence,2,,KS Courts Registry,2026-08-17
Elizabeth Marie Hafoka,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-6195,,General,6 E 6th StOf Lawrence   Prosecutors Office,66044-2268,Lawrence,2,,KS Courts Registry,2026-08-17
Gregory Phillip Weber,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 200-8919,,General,901 Kentucky St.Suite 301,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Joyce Rebecca Rosenberg,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-4550,,General,1535 W 15th St,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
Deann E. Hupe Seib,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-4269,,General,Po Box 442192,66044-2192,Lawrence,2,,KS Courts Registry,2026-08-17
Kathleen Munch Britton,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Amy Hanley,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5265,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Jon Samuel Simpson,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Alexandra Nicole Choucino Rose,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(316) 285-9415,,General,211 E 8th St Ste D,66044-2771,Lawrence,2,,KS Courts Registry,2026-08-17
Meredith Ann Schnug,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-9291,,General,1535 W 15th St # 105,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
Megan Kate Walawender,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-3672,,General,1651 Naismith DrKansas Athletics Allen Fieldhouse,66045-4069,Lawrence,2,,KS Courts Registry,2026-08-17
Walker A. Hendrix,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(913) 634-1017,,General,1520 Stratford Rd,66044-2526,Lawrence,2,,KS Courts Registry,2026-08-17
Megan Anna Ahsens,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11 Th St Fl 1,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Kevin C. Travis,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-6823,,General,1803 W 21st StSuite 100,66046-2540,Lawrence,2,,KS Courts Registry,2026-08-17
Thomas Michael Raney,https://www.raneylawfirm.com,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 749-0672,,Business Law,4665 Bauer Brook Ct,66049-9013,Lawrence,2,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Patrick Yorke Broxterman,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 727-2652,,General,Po Box 442242,66044-1242,Lawrence,2,,KS Courts Registry,2026-08-17
Steven James Nearenberg,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(913) 522-6035,,General,545 Ohio St,66044-2245,Lawrence,2,,KS Courts Registry,2026-08-17
Vera May Gannaway,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 838-2406,,General,111 E 11 Th St Unit 101,66044-2966,Lawrence,2,,KS Courts Registry,2026-08-17
Scott David Lowry,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 221-4021,,General,3915 Prairie Rose St,66049-7826,Lawrence,2,,KS Courts Registry,2026-08-17
John M. Davies,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 320-4291,,General,333 W 9th St Ste A,66044-2803,Lawrence,2,,KS Courts Registry,2026-08-17
Samuel D. Schirer,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-0667,,General,1040 New Hampshire St,66044-3044,Lawrence,2,,KS Courts Registry,2026-08-17
M J Willoughby,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-1556,,General,3200 W 24th Ter,66047-2600,Lawrence,2,,KS Courts Registry,2026-08-17
Gina Spade,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(202) 907-6252,,General,1118 Rankin Dr,66049-5765,Lawrence,2,,KS Courts Registry,2026-08-17
Elizabeth Seale Cateforis,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-5571,,General,1535 W 15th St,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
Jennifer Ann Amyx,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 256-0044,,General,123 W 8th St Ste 206,66044-2687,Lawrence,2,,KS Courts Registry,2026-08-17
Katherine Elaine Simpson,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-0811,,General,900 Massachusetts St Ste 500,66044-2868,Lawrence,2,,KS Courts Registry,2026-08-17
Carolyn Jean Craycraft Clark,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 838-4497,,General,Po Box 442203,66044-1203,Lawrence,2,,KS Courts Registry,2026-08-17
Bradley Dwayne Hook,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(913) 667-9464,,General,1109 Somerset Ct,66049-3586,Lawrence,2,,KS Courts Registry,2026-08-17
James Mccabe Jesse,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 550-9346,,General,4609 Trail Rd,66049-2158,Lawrence,2,,KS Courts Registry,2026-08-17
Mark Andrew Simpson,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5323,,General,111 E 11 Th St Unit 5,66044-2912,Lawrence,2,,KS Courts Registry,2026-08-17
Martha J. Hodgesmith,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-4095,,General,1000 Sunnyside Ave Rm 4089,66045-7511,Lawrence,2,,KS Courts Registry,2026-08-17
Marc Allen White,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,66044-3351,Lawrence,2,,KS Courts Registry,2026-08-17
Stephanie Lyn Ellis,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 200-8919,,General,901 Kentucky St Ste 301,66044-2853,Lawrence,2,,KS Courts Registry,2026-08-17
Michael Kilbane Corrigan,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 764-5211,,General,1215 Connecticut St,66044-3339,Lawrence,2,,KS Courts Registry,2026-08-17
Adam Thomas Carey,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(719) 229-2723,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Deborah Elizabeth Vavasseur Barnes Jones,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-3469,,General,6 E 6th StCity Of Lawrence Office Of The City Attorney,66044-2268,Lawrence,2,,KS Courts Registry,2026-08-17
James A. Bartle,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 218-2676,,General,Po Box 1074,66044-8074,Lawrence,2,,KS Courts Registry,2026-08-17
Allison Kelso Burghart,https://www.burghartlaw.com,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 838-8950,allison@burghartlaw.com,Criminal Defense,Po Box 865,66044-0865,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Michael Levell Tubbs,https://www.tubbslaw.com,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-2081,mtubbs@tubbslaw.com,General,850 E 13 Th St Ste APo Box 3125,66044-3312,Lawrence,2,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Joan Marie Bowen,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 749-0904,,General,730 New Hampshire St Ste 205,66044-2776,Lawrence,2,,KS Courts Registry,2026-08-17
Zachary Twain Fridell,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-3474,,General,"City of Lawrence, City Attorney's OfficeCity Hall",66044,Lawrence,2,,KS Courts Registry,2026-08-17
Katherine L. Kirk,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 749-1323,,General,4840 Bob Billings Pkwy Ste 1010,66049-4092,Lawrence,2,,KS Courts Registry,2026-08-17
Christopher Sean Bates,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(720) 252-6003,,General,805 New Hampshire St # B1,66044-2739,Lawrence,2,,KS Courts Registry,2026-08-17
Adam Charles Gunnels,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(866) 249-1137,,General,4000 W 6th St Ste B322,66049-3204,Lawrence,2,,KS Courts Registry,2026-08-17
Anson Ralph Tullis,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,66044-3351,Lawrence,2,,KS Courts Registry,2026-08-17
Angelo Roy Panas-Cabrera,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-0667,,General,1040 New Hampshire St,66044-3044,Lawrence,2,,KS Courts Registry,2026-08-17
Jeffrey Michael Shull,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-2871,,General,1000 Sunnyside Ave Rm 3000,66045-7599,Lawrence,2,,KS Courts Registry,2026-08-17
Kathryn Davis Stevenson,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-0667,,General,1040 New Hampshire St,66044-3044,Lawrence,2,,KS Courts Registry,2026-08-17
Erin Danielle Besson,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(913) 444-4444,,General,123 Maine,66044-4261,Lawrence,2,,KS Courts Registry,2026-08-17
Marissa Jo Hotujac,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-3276,,General,245 Strong Hall1450 Jayhawk Blvd,66045-7501,Lawrence,2,,KS Courts Registry,2026-08-17
Laura Thornton Stratton,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 296-4353,,General,1040 New Hampshire St,66044-3044,Lawrence,2,,KS Courts Registry,2026-08-17
Courtney Elizabeth Pigott,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 842-2787,,General,2311 WakarusaSuite J,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Benjamin Thomas Malotte,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 749-2440,,General,901 New Hampshire St Ste 201,66044-3085,Lawrence,2,,KS Courts Registry,2026-08-17
Nathaniel Allen Unruh,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(913) 744-9476,,General,1441 Legends Cir,66049-5813,Lawrence,2,,KS Courts Registry,2026-08-17
Matthew T. Fredrick,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 331-0300,,General,800 New Hampshire St Ste 110,66044-2796,Lawrence,2,,KS Courts Registry,2026-08-17
Bronson Geronimo Brassel,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(866) 249-1137,,General,4000 W 6th St Ste B # 322,66049-3205,Lawrence,2,,KS Courts Registry,2026-08-17
David Michael Halliwell,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,66044-3351,Lawrence,2,,KS Courts Registry,2026-08-17
Alexander Quinn Telesca,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-4700,,General,808 Massachusetts St,66044-2658,Lawrence,2,,KS Courts Registry,2026-08-17
Hedwick Chili Pierce-Armstrong,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(316) 655-0310,,General,2518 Ridge Ct Ste 200,66046-4029,Lawrence,2,,KS Courts Registry,2026-08-17
Erin Kelly Lynch,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts StPo Box 667,66044-3351,Lawrence,2,,KS Courts Registry,2026-08-17
Peyton Nichole Weatherbie,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-0811,,General,900 Massachusetts St,66044-2868,Lawrence,2,,KS Courts Registry,2026-08-17
Nicholas Alexander Hayes,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 842-2787,,General,2311 WakarusaSuite J,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Sharon Ilana Brett,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(609) 529-8775,,General,1535 W 15th StGreen Hall,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
Cleotha Mae Daniels,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-3276,,General,245 Strong Hall1450 Jayhawk Blvd,66045-7501,Lawrence,2,,KS Courts Registry,2026-08-17
Allyson Marie Monson,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-0667,,General,1040 New Hampshire St,66044-3044,Lawrence,2,,KS Courts Registry,2026-08-17
Robert Charles Teutsch II,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-3169,,General,1000 Sunnyside Ave Rm 3005,66045-7599,Lawrence,2,,KS Courts Registry,2026-08-17
Cody Allen Smith,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Erin Kunde Levy,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,66044-3351,Lawrence,2,,KS Courts Registry,2026-08-17
Jacob Christian Alexander Reaves,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(866) 249-1137,,General,4000 W 6th St,66049-3204,Lawrence,2,,KS Courts Registry,2026-08-17
Anthony Kern Veach,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(202) 631-9190,,General,1575 Birdie Way Apt A107,66047-3532,Lawrence,2,,KS Courts Registry,2026-08-17
Casey Solanus Smith,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-9155,,General,1000 Sunnyside Ave,66045-7599,Lawrence,2,,KS Courts Registry,2026-08-17
Erik Robert Blume,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-0834,,General,2029 Becker Dr Ste 275,66047-1620,Lawrence,2,,KS Courts Registry,2026-08-17
